firmList,Industrycode
34545000,10014
128897000,10014
48351000,10014
48452000,10014
48554000,10014
48966000,10014
50157000,10014
50520000,10014
51052000,10014
51854000,10014
51877000,10014
53256000,10014
54130000,10014
92077000,10014
92315000,10014
